camera,filename,radius,config,margin_inner_px,margin_outer_px,inner_frac,outer_frac,raw_erf,raw_int_var,raw_bg_var,raw_int_max,flat_erf,flat_int_var,flat_bg_var,flat_int_max,erf_delta,erf_pct,int_var_reduction,bg_var_reduction
g,sphere1314g_crop.png,55,asym_in20_out8,11,4,0.2,0.07272727272727272,0.414475962522406,0.04140923544764519,0.010044378228485584,0.7960784435272217,4.612080548557928,0.0,0.0,0.0,4.197604586035522,1012.74982522264,1.0,1.0
g,sphere1314g_crop.png,55,asym_in14_out8,7,4,0.12727272727272726,0.07272727272727272,0.414475962522406,0.04140923544764519,0.010044378228485584,0.7960784435272217,4.607410191273534,0.0,0.0,0.0,4.1929342287511275,1011.6230150559005,1.0,1.0
v,sphere0086v_crop.png,124,fixed_15px,15,15,0.12096774193548387,0.12096774193548387,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.9135431429645808,0.0,0.0,0.0,0.17862502828784932,24.305432771434834,1.0,1.0
v,sphere0086v_crop.png,124,fixed_25px,25,25,0.20161290322580644,0.20161290322580644,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.7995909363812971,0.0,0.0,0.0,0.06467282170456556,8.800003757291137,1.0,1.0
v,sphere0086v_crop.png,124,fixed_35px,35,35,0.28225806451612906,0.28225806451612906,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.7805164359669888,0.0,0.0,0.0,0.045598321290257315,6.204544476402606,1.0,1.0
v,sphere0086v_crop.png,124,fixed_50px,50,50,0.4032258064516129,0.4032258064516129,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.7543007971512584,0.0,0.0,0.0,0.019382682474526902,2.63739348472214,1.0,1.0
v,sphere0086v_crop.png,124,fixed_70px,70,70,0.5645161290322581,0.5645161290322581,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.7349182371682557,0.0,0.013379927724599838,0.0,1.2249152414600673e-07,1.6667370377703518e-05,1.0,-0.11957230129710306
v,sphere0086v_crop.png,124,prop_5pct,6,6,0.04838709677419355,0.04838709677419355,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,1.0945809345868958,0.0,0.0,0.0,0.35966281991016424,48.9391692390613,1.0,1.0
v,sphere0086v_crop.png,124,prop_8pct,9,9,0.07258064516129033,0.07258064516129033,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,1.0254596945632795,0.0,0.0,0.0,0.29054157988654794,39.533871064580914,1.0,1.0
v,sphere0086v_crop.png,124,prop_10pct,12,12,0.0967741935483871,0.0967741935483871,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.9624696766601697,0.0,0.0,0.0,0.22755156198343818,30.96284571561164,1.0,1.0
v,sphere0086v_crop.png,124,prop_14pct,17,17,0.13709677419354838,0.13709677419354838,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.8783597866667021,0.0,0.0,0.0,0.1434416719899706,19.51804821861906,1.0,1.0
v,sphere0086v_crop.png,124,prop_20pct,24,24,0.1935483870967742,0.1935483870967742,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.799697124921741,0.0,0.0,0.0,0.06477901024500954,8.814452787505976,1.0,1.0
v,sphere0086v_crop.png,124,prop_30pct,37,37,0.29838709677419356,0.29838709677419356,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.7707115052957858,0.0,0.0,0.0,0.03579339061905429,4.870391667349053,1.0,1.0
v,sphere0086v_crop.png,124,asym_in5_out14,6,17,0.04838709677419355,0.13709677419354838,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.8783597862343955,0.0,0.0,0.0,0.14344167155766396,19.51804815979528,1.0,1.0
v,sphere0086v_crop.png,124,asym_in8_out14,9,17,0.07258064516129033,0.13709677419354838,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.8783597896691419,0.0,0.0,0.0,0.14344167499241034,19.518048627159782,1.0,1.0
v,sphere0086v_crop.png,124,asym_in5_out20,6,24,0.04838709677419355,0.1935483870967742,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.7998235190969682,0.0,0.0,0.0,0.06490540442023673,8.831651189981443,1.0,1.0
v,sphere0086v_crop.png,124,asym_in10_out20,12,24,0.0967741935483871,0.1935483870967742,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,0.799697124921741,0.0,0.0,0.0,0.06477901024500954,8.814452787505976,1.0,1.0
v,sphere0086v_crop.png,124,asym_in14_out5,17,6,0.13709677419354838,0.04838709677419355,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,1.0945809320343147,0.0,0.0,0.0,0.3596628173575832,48.93916889173267,1.0,1.0
v,sphere0086v_crop.png,124,asym_in20_out8,24,9,0.1935483870967742,0.07258064516129033,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,1.0254596945632795,0.0,0.0,0.0,0.29054157988654794,39.533871064580914,1.0,1.0
v,sphere0086v_crop.png,124,asym_in14_out8,17,9,0.13709677419354838,0.07258064516129033,0.7349181146767315,0.02988489903509617,0.011950927786529064,0.9176470637321472,1.0254596945632795,0.0,0.0,0.0,0.29054157988654794,39.533871064580914,1.0,1.0
v,sphere0384v_crop.png,124,fixed_15px,15,15,0.12096774193548387,0.12096774193548387,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.9048754516223427,0.0,0.0,0.0,0.14199422472412127,18.612887526601202,1.0,1.0
v,sphere0384v_crop.png,124,fixed_25px,25,25,0.20161290322580644,0.20161290322580644,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.8249121419953986,0.0,0.0,0.0,0.062030915097177175,8.13113665798109,1.0,1.0
v,sphere0384v_crop.png,124,fixed_35px,35,35,0.28225806451612906,0.28225806451612906,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.7956091734026802,0.0,0.0,0.0,0.03272794650445876,4.290044813073517,1.0,1.0
v,sphere0384v_crop.png,124,fixed_50px,50,50,0.4032258064516129,0.4032258064516129,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.7734620203065865,0.0,0.0,0.0,0.010580793408365041,1.3869516033819849,1.0,1.0
v,sphere0384v_crop.png,124,fixed_70px,70,70,0.5645161290322581,0.5645161290322581,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.764673431065019,1.172025986306835e-05,0.012011809274554253,0.019607843831181526,0.0017922041667974842,0.2349257136768668,0.9996148851830805,-0.15109746036358662
v,sphere0384v_crop.png,124,prop_5pct,6,6,0.04838709677419355,0.04838709677419355,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,1.040710764893986,0.0,0.0,0.0,0.2778295379957645,36.41845259784203,1.0,1.0
v,sphere0384v_crop.png,124,prop_8pct,9,9,0.07258064516129033,0.07258064516129033,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.9922749664935018,0.0,0.0,0.0,0.2293937395952803,30.069391080439377,1.0,1.0
v,sphere0384v_crop.png,124,prop_10pct,12,12,0.0967741935483871,0.0967741935483871,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.9420708035561761,0.0,0.0,0.0,0.17918957665795465,23.488528795827992,1.0,1.0
v,sphere0384v_crop.png,124,prop_14pct,17,17,0.13709677419354838,0.13709677419354838,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.8886004568032343,0.0,0.0,0.0,0.12571922990501283,16.47952859138654,1.0,1.0
v,sphere0384v_crop.png,124,prop_20pct,24,24,0.1935483870967742,0.1935483870967742,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.8343042601303428,0.0,0.0,0.0,0.07142303323212129,9.362274324473589,1.0,1.0
v,sphere0384v_crop.png,124,prop_30pct,37,37,0.29838709677419356,0.29838709677419356,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.794906420883889,0.0,0.0,0.0,0.0320251939856675,4.197926604627288,1.0,1.0
v,sphere0384v_crop.png,124,asym_in5_out14,6,17,0.04838709677419355,0.13709677419354838,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.8901020755374784,0.0,0.0,0.0,0.12722084863925698,16.676363784244746,1.0,1.0
v,sphere0384v_crop.png,124,asym_in8_out14,9,17,0.07258064516129033,0.13709677419354838,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.8900768905095305,0.0,0.0,0.0,0.12719566361130907,16.673062480311717,1.0,1.0
v,sphere0384v_crop.png,124,asym_in5_out20,6,24,0.04838709677419355,0.1935483870967742,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.8380644147973827,0.0,0.0,0.0,0.07518318789916123,9.855162933402694,1.0,1.0
v,sphere0384v_crop.png,124,asym_in10_out20,12,24,0.0967741935483871,0.1935483870967742,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.8368098637008687,0.0,0.0,0.0,0.07392863680264727,9.690713861610117,1.0,1.0
v,sphere0384v_crop.png,124,asym_in14_out5,17,6,0.13709677419354838,0.04838709677419355,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,1.039985847131105,0.0,0.0,0.0,0.2771046202328835,36.32342892478241,1.0,1.0
v,sphere0384v_crop.png,124,asym_in20_out8,24,9,0.1935483870967742,0.07258064516129033,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.9902617924685628,0.0,0.0,0.0,0.22738056557034136,29.805500194944102,1.0,1.0
v,sphere0384v_crop.png,124,asym_in14_out8,17,9,0.13709677419354838,0.07258064516129033,0.7628812268982215,0.030433157458901405,0.010435093194246292,0.9333333373069763,0.9914921879257407,0.0,0.0,0.0,0.2286109610275192,29.96678289712574,1.0,1.0
v,sphere0785v_crop.png,110,fixed_15px,15,15,0.13636363636363635,0.13636363636363635,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.8933903097727784,0.0,0.0,0.0,0.1337834763578959,17.612200216322428,1.0,1.0
v,sphere0785v_crop.png,110,fixed_25px,25,25,0.22727272727272727,0.22727272727272727,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.8556687292184455,0.0,0.0,0.0,0.09606189580356295,12.646265354368634,1.0,1.0
v,sphere0785v_crop.png,110,fixed_35px,35,35,0.3181818181818182,0.3181818181818182,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.8231963278602723,0.0,0.0,0.0,0.06358949444538975,8.371369456948843,1.0,1.0
v,sphere0785v_crop.png,110,fixed_50px,50,50,0.45454545454545453,0.45454545454545453,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.7962454588371498,3.4508994417592476e-07,0.0001123430993175134,0.010688155889511108,0.03663862542226726,4.823367011794106,0.9999932293607383,0.9521198000941112
v,sphere0785v_crop.png,110,fixed_70px,70,70,0.6363636363636364,0.6363636363636364,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.7785066505772804,9.026275074575096e-05,0.002886694623157382,0.051450345665216446,0.01889981716239786,2.488105205351035,0.998229051485326,-0.23029822448990522
v,sphere0785v_crop.png,110,prop_5pct,5,5,0.045454545454545456,0.045454545454545456,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.9135307426612038,0.0,0.0,0.0,0.15392390924632127,20.263628824182916,1.0,1.0
v,sphere0785v_crop.png,110,prop_8pct,8,8,0.07272727272727272,0.07272727272727272,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.9027135143651193,0.0,0.0,0.0,0.1431066809502367,18.839572612437863,1.0,1.0
v,sphere0785v_crop.png,110,prop_10pct,11,11,0.1,0.1,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.898956165834493,0.0,0.0,0.0,0.13934933241961045,18.344928756519035,1.0,1.0
v,sphere0785v_crop.png,110,prop_14pct,15,15,0.13636363636363635,0.13636363636363635,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.8933903097727784,0.0,0.0,0.0,0.1337834763578959,17.612200216322428,1.0,1.0
v,sphere0785v_crop.png,110,prop_20pct,22,22,0.2,0.2,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.8682748513568272,0.0,0.0,0.0,0.1086680179419447,14.305824166090975,1.0,1.0
v,sphere0785v_crop.png,110,prop_30pct,33,33,0.3,0.3,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.8285249976645397,0.0,0.0,0.0,0.06891816424965713,9.072873125670705,1.0,1.0
v,sphere0785v_crop.png,110,asym_in5_out14,5,15,0.045454545454545456,0.13636363636363635,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.8954405234360415,0.0,0.0,0.0,0.13583369002115897,17.88210480025648,1.0,1.0
v,sphere0785v_crop.png,110,asym_in8_out14,8,15,0.07272727272727272,0.13636363636363635,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.8937706901270975,0.0,0.0,0.0,0.13416385671221498,17.662276168457964,1.0,1.0
v,sphere0785v_crop.png,110,asym_in5_out20,5,22,0.045454545454545456,0.2,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.8712376027767204,0.0,0.0,0.0,0.1116307693618378,14.69586165516592,1.0,1.0
v,sphere0785v_crop.png,110,asym_in10_out20,11,22,0.1,0.2,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.8702852469048983,0.0,0.0,0.0,0.11067841349001573,14.570486812559427,1.0,1.0
v,sphere0785v_crop.png,110,asym_in14_out5,15,5,0.13636363636363635,0.045454545454545456,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.910087429378594,0.0,0.0,0.0,0.15048059596371144,19.810326782766296,1.0,1.0
v,sphere0785v_crop.png,110,asym_in20_out8,22,8,0.2,0.07272727272727272,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.9013376236382227,0.0,0.0,0.0,0.14173079022334012,18.658440654907785,1.0,1.0
v,sphere0785v_crop.png,110,asym_in14_out8,15,8,0.13636363636363635,0.07272727272727272,0.7596068334148826,0.05096859112381935,0.0023463373072445393,0.9725490212440491,0.9018503415010997,0.0,0.0,0.0,0.1422435080862171,18.725938449862056,1.0,1.0
v,sphere0929v_crop.png,110,fixed_15px,15,15,0.13636363636363635,0.13636363636363635,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.9619870302474949,0.0,0.0,0.0,0.18610051246869475,23.985532446350707,1.0,1.0
v,sphere0929v_crop.png,110,fixed_25px,25,25,0.22727272727272727,0.22727272727272727,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.8859112081368976,0.0,0.0,0.0,0.11002469035809748,14.180513237048508,1.0,1.0
v,sphere0929v_crop.png,110,fixed_35px,35,35,0.3181818181818182,0.3181818181818182,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.8318384873466896,0.0,0.0,0.0,0.055951969567889503,7.211359945790554,1.0,1.0
v,sphere0929v_crop.png,110,fixed_50px,50,50,0.45454545454545453,0.45454545454545453,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.8049820176428419,8.263357642590563e-08,0.0002488024183548987,0.006588292773813009,0.029095499864041807,3.74996848087219,0.999997993978642,0.9608677855583363
v,sphere0929v_crop.png,110,fixed_70px,70,70,0.6363636363636364,0.6363636363636364,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.7840634133259976,1.108375727199018e-05,0.006831712555140257,0.0313725508749485,0.008176895547197471,1.0538777720492172,0.9997309295473249,-0.07450740422552449
v,sphere0929v_crop.png,110,prop_5pct,5,5,0.045454545454545456,0.045454545454545456,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,1.0369534423810935,0.0,0.0,0.0,0.2610669246022934,33.64756554214566,1.0,1.0
v,sphere0929v_crop.png,110,prop_8pct,8,8,0.07272727272727272,0.07272727272727272,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,1.0139882489163412,0.0,0.0,0.0,0.23810173113754107,30.687700544040414,1.0,1.0
v,sphere0929v_crop.png,110,prop_10pct,11,11,0.1,0.1,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.9934371743008237,0.0,0.0,0.0,0.21755065652202354,28.038978837372415,1.0,1.0
v,sphere0929v_crop.png,110,prop_14pct,15,15,0.13636363636363635,0.13636363636363635,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.9619870302474949,0.0,0.0,0.0,0.18610051246869475,23.985532446350707,1.0,1.0
v,sphere0929v_crop.png,110,prop_20pct,22,22,0.2,0.2,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.9079253060789119,0.0,0.0,0.0,0.13203878830011173,17.01779645277392,1.0,1.0
v,sphere0929v_crop.png,110,prop_30pct,33,33,0.3,0.3,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.8399191278573563,0.0,0.0,0.0,0.0640326100785562,8.252831904060931,1.0,1.0
v,sphere0929v_crop.png,110,asym_in5_out14,5,15,0.045454545454545456,0.13636363636363635,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.9620636181141666,0.0,0.0,0.0,0.1861771003353665,23.99540346033494,1.0,1.0
v,sphere0929v_crop.png,110,asym_in8_out14,8,15,0.07272727272727272,0.13636363636363635,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.9620187320283655,0.0,0.0,0.0,0.1861322142495654,23.989618324909518,1.0,1.0
v,sphere0929v_crop.png,110,asym_in5_out20,5,22,0.045454545454545456,0.2,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.9082588371598767,0.0,0.0,0.0,0.13237231938107652,17.060783548608452,1.0,1.0
v,sphere0929v_crop.png,110,asym_in10_out20,11,22,0.1,0.2,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,0.90815836235312,0.0,0.0,0.0,0.13227184457431984,17.047833870471976,1.0,1.0
v,sphere0929v_crop.png,110,asym_in14_out5,15,5,0.13636363636363635,0.045454545454545456,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,1.0369473381460974,0.0,0.0,0.0,0.2610608203672973,33.64677879887119,1.0,1.0
v,sphere0929v_crop.png,110,asym_in20_out8,22,8,0.2,0.07272727272727272,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,1.013836815366297,0.0,0.0,0.0,0.23795029758749697,30.668183057065953,1.0,1.0
v,sphere0929v_crop.png,110,asym_in14_out8,15,8,0.13636363636363635,0.07272727272727272,0.7758865177788001,0.04119277000427246,0.006357994861900806,0.9647058844566345,1.0139882540517322,0.0,0.0,0.0,0.23810173627293207,30.687701205914397,1.0,1.0
v,sphere1074v_crop.png,106,fixed_15px,15,15,0.14150943396226415,0.14150943396226415,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.2099539511676078,0.0,0.0,0.0,0.3977261043799242,48.967307135911305,1.0,1.0
v,sphere1074v_crop.png,106,fixed_25px,25,25,0.2358490566037736,0.2358490566037736,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.0472385115209883,0.0,0.0,0.0,0.23501066473330467,28.93408120181534,1.0,1.0
v,sphere1074v_crop.png,106,fixed_35px,35,35,0.330188679245283,0.330188679245283,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,0.9552472192189216,0.0,0.0,0.0,0.14301937243123797,17.60828233073659,1.0,1.0
v,sphere1074v_crop.png,106,fixed_50px,50,50,0.4716981132075472,0.4716981132075472,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,0.8597190371816332,3.3138722321801595e-10,0.0020916748326271772,0.0016766507178544998,0.047491190393949556,5.847028094613425,0.999999992478579,0.8287309464863981
v,sphere1074v_crop.png,106,fixed_70px,70,70,0.660377358490566,0.660377358490566,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,0.8288664665958068,0.00010281711729476228,0.015065379440784454,0.0754384770989418,0.01663861980812309,2.048516296742092,0.9976663830706435,-0.23357284669606915
v,sphere1074v_crop.png,106,prop_5pct,5,5,0.04716981132075472,0.04716981132075472,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.5386447390106948,0.0,0.0,0.0,0.7264168922230111,89.43511295456686,1.0,1.0
v,sphere1074v_crop.png,106,prop_8pct,8,8,0.07547169811320754,0.07547169811320754,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.4029170058962377,0.0,0.0,0.0,0.590689159108554,72.72456385787524,1.0,1.0
v,sphere1074v_crop.png,106,prop_10pct,10,10,0.09433962264150944,0.09433962264150944,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.32949943466176,0.0,0.0,0.0,0.5172715878740762,63.68552739478914,1.0,1.0
v,sphere1074v_crop.png,106,prop_14pct,14,14,0.1320754716981132,0.1320754716981132,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.2251709345466324,0.0,0.0,0.0,0.4129430877589487,50.84079416780843,1.0,1.0
v,sphere1074v_crop.png,106,prop_20pct,21,21,0.19811320754716982,0.19811320754716982,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.1084395281337476,0.0,0.0,0.0,0.2962116813460639,36.46903790821316,1.0,1.0
v,sphere1074v_crop.png,106,prop_30pct,31,31,0.29245283018867924,0.29245283018867924,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,0.9769527705298667,0.0,0.0,0.0,0.16472492374218306,20.280629923445872,1.0,1.0
v,sphere1074v_crop.png,106,asym_in5_out14,5,14,0.04716981132075472,0.1320754716981132,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.2251709345466324,0.0,0.0,0.0,0.4129430877589487,50.84079416780843,1.0,1.0
v,sphere1074v_crop.png,106,asym_in8_out14,8,14,0.07547169811320754,0.1320754716981132,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.2251709345466324,0.0,0.0,0.0,0.4129430877589487,50.84079416780843,1.0,1.0
v,sphere1074v_crop.png,106,asym_in5_out20,5,21,0.04716981132075472,0.19811320754716982,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.1084395132660578,0.0,0.0,0.0,0.29621166647837416,36.46903607773052,1.0,1.0
v,sphere1074v_crop.png,106,asym_in10_out20,10,21,0.09433962264150944,0.19811320754716982,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.1084395132660578,0.0,0.0,0.0,0.29621166647837416,36.46903607773052,1.0,1.0
v,sphere1074v_crop.png,106,asym_in14_out5,14,5,0.1320754716981132,0.04716981132075472,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.5386454477576894,0.0,0.0,0.0,0.7264176009700057,89.43520021419448,1.0,1.0
v,sphere1074v_crop.png,106,asym_in20_out8,21,8,0.19811320754716982,0.07547169811320754,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.4029170058962377,0.0,0.0,0.0,0.590689159108554,72.72456385787524,1.0,1.0
v,sphere1074v_crop.png,106,asym_in14_out8,14,8,0.1320754716981132,0.07547169811320754,0.8122278467876837,0.04405912384390831,0.012212800793349743,0.9647058844566345,1.4029170058962377,0.0,0.0,0.0,0.590689159108554,72.72456385787524,1.0,1.0
