camera,filename,radius,config,margin_inner_px,margin_outer_px,inner_frac,outer_frac,raw_erf,raw_int_var,raw_bg_var,raw_int_max,flat_erf,flat_int_var,flat_bg_var,flat_int_max,erf_delta,erf_pct,int_var_reduction,bg_var_reduction
v,sphere1325v_crop.png,118,fixed_15px,15,15,0.1271186440677966,0.1271186440677966,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.1024163113945893,0.0,0.0,0.0,0.1737712021417479,18.712336974623035,1.0,1.0
v,sphere1325v_crop.png,118,fixed_25px,25,25,0.211864406779661,0.211864406779661,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.0109882284337606,0.0,0.0,0.0,0.08234311918091919,8.86701694333693,1.0,1.0
v,sphere1325v_crop.png,118,fixed_35px,35,35,0.2966101694915254,0.2966101694915254,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,0.9745339365592296,0.0,0.0,0.0,0.045888827306388214,4.941481611130103,1.0,1.0
v,sphere1325v_crop.png,118,fixed_50px,50,50,0.423728813559322,0.423728813559322,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,0.9386825802856049,6.233916161058062e-12,1.437170169538149e-07,0.00019494119624141604,0.010037471032763534,1.0808726533690967,0.9999999998564568,0.9999766933571678
v,sphere1325v_crop.png,118,fixed_70px,70,70,0.5932203389830508,0.5932203389830508,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,0.93265491713812,4.794372671312885e-06,0.006836286745965481,0.023395022377371788,0.0040098078852786045,0.43179120261611775,0.999889604014887,-0.10864319942124179
v,sphere1325v_crop.png,118,prop_5pct,5,5,0.0423728813559322,0.0423728813559322,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.225782771490108,0.0,0.0,0.0,0.29713766223726656,31.996901644841934,1.0,1.0
v,sphere1325v_crop.png,118,prop_8pct,9,9,0.07627118644067797,0.07627118644067797,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.1690534579864753,0.0,0.0,0.0,0.24040834873363393,25.888075685560754,1.0,1.0
v,sphere1325v_crop.png,118,prop_10pct,11,11,0.09322033898305085,0.09322033898305085,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.1461223433106569,0.0,0.0,0.0,0.2174772340578155,23.41876696392563,1.0,1.0
v,sphere1325v_crop.png,118,prop_14pct,16,16,0.13559322033898305,0.13559322033898305,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.0994468207216728,0.0,0.0,0.0,0.17080171146883139,18.39257104430917,1.0,1.0
v,sphere1325v_crop.png,118,prop_20pct,23,23,0.19491525423728814,0.19491525423728814,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.0221778939397188,0.0,0.0,0.0,0.09353278468687742,10.071962233466234,1.0,1.0
v,sphere1325v_crop.png,118,prop_30pct,35,35,0.2966101694915254,0.2966101694915254,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,0.9745339365592296,0.0,0.0,0.0,0.045888827306388214,4.941481611130103,1.0,1.0
v,sphere1325v_crop.png,118,asym_in5_out14,5,16,0.0423728813559322,0.13559322033898305,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.0840023563035512,0.0,0.0,0.0,0.15535724705070986,16.729452995849556,1.0,1.0
v,sphere1325v_crop.png,118,asym_in8_out14,9,16,0.07627118644067797,0.13559322033898305,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.0994468501021515,0.0,0.0,0.0,0.1708017408493101,18.392574208109682,1.0,1.0
v,sphere1325v_crop.png,118,asym_in5_out20,5,23,0.0423728813559322,0.19491525423728814,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.0205035939499223,0.0,0.0,0.0,0.09185848469708091,9.891667309914263,1.0,1.0
v,sphere1325v_crop.png,118,asym_in10_out20,11,23,0.09322033898305085,0.19491525423728814,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.0222375909248105,0.0,0.0,0.0,0.0935924816719691,10.078390629469924,1.0,1.0
v,sphere1325v_crop.png,118,asym_in14_out5,16,5,0.13559322033898305,0.0423728813559322,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.2263023398106498,0.0,0.0,0.0,0.29765723055780846,32.0528507168141,1.0,1.0
v,sphere1325v_crop.png,118,asym_in20_out8,23,9,0.19491525423728814,0.07627118644067797,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.1690534605659466,0.0,0.0,0.0,0.24040835131310523,25.888075963327932,1.0,1.0
v,sphere1325v_crop.png,118,asym_in14_out8,16,9,0.13559322033898305,0.07627118644067797,0.9286451092528414,0.04342886805534363,0.006166354287415743,0.9529411792755127,1.1690534589394739,0.0,0.0,0.0,0.2404083496866325,25.888075788183222,1.0,1.0
m,sphere0080m_crop.png,33,fixed_15px,15,15,0.45454545454545453,0.45454545454545453,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,11.303067931932873,0.006385555025190115,0.0010668050963431597,0.2667081654071808,nan,nan,0.8424085411878622,0.893439917920308
m,sphere0080m_crop.png,33,fixed_25px,25,25,0.7575757575757576,0.7575757575757576,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,14.368652335708404,0.030710140243172646,0.005992724560201168,0.725507378578186,nan,nan,0.24209316462622965,0.4014040397772819
m,sphere0080m_crop.png,33,prop_5pct,1,1,0.030303030303030304,0.030303030303030304,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,3.339834207319006,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0080m_crop.png,33,prop_8pct,2,2,0.06060606060606061,0.06060606060606061,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,3.8538296402986196,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0080m_crop.png,33,prop_10pct,3,3,0.09090909090909091,0.09090909090909091,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,4.350370176442974,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0080m_crop.png,33,prop_14pct,4,4,0.12121212121212122,0.12121212121212122,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,4.865176323148297,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0080m_crop.png,33,prop_20pct,6,6,0.18181818181818182,0.18181818181818182,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,5.924736976145117,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0080m_crop.png,33,prop_30pct,9,9,0.2727272727272727,0.2727272727272727,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,7.612413414307955,3.284259219071828e-05,4.835465915675741e-06,0.034831222146749496,nan,nan,0.9991894655994522,0.9995169992657195
m,sphere0080m_crop.png,33,asym_in5_out14,1,4,0.030303030303030304,0.12121212121212122,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,4.830423580716338,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0080m_crop.png,33,asym_in8_out14,2,4,0.06060606060606061,0.12121212121212122,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,4.832360581402742,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0080m_crop.png,33,asym_in5_out20,1,6,0.030303030303030304,0.18181818181818182,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,5.818460730394817,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0080m_crop.png,33,asym_in10_out20,3,6,0.09090909090909091,0.18181818181818182,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,5.9019637444018045,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0080m_crop.png,33,asym_in14_out5,4,1,0.12121212121212122,0.030303030303030304,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,3.3406415739210864,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0080m_crop.png,33,asym_in20_out8,6,2,0.18181818181818182,0.06060606060606061,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,3.8538296402986196,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0080m_crop.png,33,asym_in14_out8,4,2,0.12121212121212122,0.06060606060606061,nan,0.040519677102565765,0.010011301375925541,0.772549033164978,3.8538296402986196,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,fixed_15px,15,15,0.45454545454545453,0.45454545454545453,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,11.8580113533056,0.008891979232430458,0.001149644609540701,0.3417646884918213,nan,nan,0.8608058790694463,0.9563977550462609
m,sphere0156m_crop.png,33,fixed_25px,25,25,0.7575757575757576,0.7575757575757576,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,13.581682024228503,0.05168477073311806,0.006480703596025705,0.9333333373069763,nan,nan,0.1909319579318033,0.7542081932786318
m,sphere0156m_crop.png,33,prop_5pct,1,1,0.030303030303030304,0.030303030303030304,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,3.262860835967044,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,prop_8pct,2,2,0.06060606060606061,0.06060606060606061,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,3.849404491559798,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,prop_10pct,3,3,0.09090909090909091,0.09090909090909091,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,4.441436114812137,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,prop_14pct,4,4,0.12121212121212122,0.12121212121212122,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,5.086065145086668,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,prop_20pct,6,6,0.18181818181818182,0.18181818181818182,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,6.305868193658759,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,prop_30pct,9,9,0.2727272727272727,0.2727272727272727,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,8.094484900211313,4.1621191485319287e-05,5.205127763474593e-06,0.0411122627556324,nan,nan,0.9993484661840244,0.999802586596001
m,sphere0156m_crop.png,33,asym_in5_out14,1,4,0.030303030303030304,0.12121212121212122,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,4.947329451148777,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,asym_in8_out14,2,4,0.06060606060606061,0.12121212121212122,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,4.98225213353885,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,asym_in5_out20,1,6,0.030303030303030304,0.18181818181818182,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,6.0686999211305634,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,asym_in10_out20,3,6,0.09090909090909091,0.18181818181818182,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,6.257737928935262,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,asym_in14_out5,4,1,0.12121212121212122,0.030303030303030304,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,3.292538951549646,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,asym_in20_out8,6,2,0.18181818181818182,0.06060606060606061,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,3.8765896836974143,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0156m_crop.png,33,asym_in14_out8,4,2,0.12121212121212122,0.06060606060606061,nan,0.06388185918331146,0.026366638019680977,0.95686274766922,3.8758326543532533,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,fixed_15px,15,15,0.45454545454545453,0.45454545454545453,nan,0.06676023453474045,0.027943026274442673,1.0,11.679543535429438,0.008337555453181267,0.0009930256055667996,0.3229914903640747,nan,nan,0.8751119508299121,0.9644624889296602
m,sphere0341m_crop.png,33,fixed_25px,25,25,0.7575757575757576,0.7575757575757576,nan,0.06676023453474045,0.027943026274442673,1.0,17.034555054223,0.05110651254653931,0.005619983654469252,0.95686274766922,nan,nan,0.23447673749641063,0.7988770579366553
m,sphere0341m_crop.png,33,prop_5pct,1,1,0.030303030303030304,0.030303030303030304,nan,0.06676023453474045,0.027943026274442673,1.0,3.309036084466177,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,prop_8pct,2,2,0.06060606060606061,0.06060606060606061,nan,0.06676023453474045,0.027943026274442673,1.0,3.886074977879561,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,prop_10pct,3,3,0.09090909090909091,0.09090909090909091,nan,0.06676023453474045,0.027943026274442673,1.0,4.465319232900262,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,prop_14pct,4,4,0.12121212121212122,0.12121212121212122,nan,0.06676023453474045,0.027943026274442673,1.0,5.053232746239971,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,prop_20pct,6,6,0.18181818181818182,0.18181818181818182,nan,0.06676023453474045,0.027943026274442673,1.0,6.258337663041295,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,prop_30pct,9,9,0.2727272727272727,0.2727272727272727,nan,0.06676023453474045,0.027943026274442673,1.0,8.062078531820358,4.098781573702581e-05,4.494128916121554e-06,0.037686239928007126,nan,nan,0.999386044461607,0.9998391681390562
m,sphere0341m_crop.png,33,asym_in5_out14,1,4,0.030303030303030304,0.12121212121212122,nan,0.06676023453474045,0.027943026274442673,1.0,4.91427316276001,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,asym_in8_out14,2,4,0.06060606060606061,0.12121212121212122,nan,0.06676023453474045,0.027943026274442673,1.0,4.962513052809604,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,asym_in5_out20,1,6,0.030303030303030304,0.18181818181818182,nan,0.06676023453474045,0.027943026274442673,1.0,5.9598396832537475,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,asym_in10_out20,3,6,0.09090909090909091,0.18181818181818182,nan,0.06676023453474045,0.027943026274442673,1.0,6.182395915782161,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,asym_in14_out5,4,1,0.12121212121212122,0.030303030303030304,nan,0.06676023453474045,0.027943026274442673,1.0,3.3620268038145267,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,asym_in20_out8,6,2,0.18181818181818182,0.06060606060606061,nan,0.06676023453474045,0.027943026274442673,1.0,3.941831820828203,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0341m_crop.png,33,asym_in14_out8,4,2,0.12121212121212122,0.06060606060606061,nan,0.06676023453474045,0.027943026274442673,1.0,3.932270877177724,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,fixed_15px,15,15,0.45454545454545453,0.45454545454545453,nan,0.06875946372747421,0.02703978680074215,1.0,11.37596889752123,0.00938472244888544,0.0009474612306803465,0.3409465253353119,nan,nan,0.8635137341082026,0.9649604770310415
m,sphere0415m_crop.png,33,fixed_25px,25,25,0.7575757575757576,0.7575757575757576,nan,0.06875946372747421,0.02703978680074215,1.0,17.495784891813834,0.05454183742403984,0.005356355104595423,0.9756523966789246,nan,nan,0.20677337391381423,0.8019083824859
m,sphere0415m_crop.png,33,prop_5pct,1,1,0.030303030303030304,0.030303030303030304,nan,0.06875946372747421,0.02703978680074215,1.0,2.9315468096114667,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,prop_8pct,2,2,0.06060606060606061,0.06060606060606061,nan,0.06875946372747421,0.02703978680074215,1.0,3.4782651161965603,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,prop_10pct,3,3,0.09090909090909091,0.09090909090909091,nan,0.06875946372747421,0.02703978680074215,1.0,4.0238749549436745,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,prop_14pct,4,4,0.12121212121212122,0.12121212121212122,nan,0.06875946372747421,0.02703978680074215,1.0,4.577268033068474,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,prop_20pct,6,6,0.18181818181818182,0.18181818181818182,nan,0.06875946372747421,0.02703978680074215,1.0,5.909742747297281,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,prop_30pct,9,9,0.2727272727272727,0.2727272727272727,nan,0.06875946372747421,0.02703978680074215,1.0,7.711508116515588,4.4799471652368084e-05,4.2896135710179806e-06,0.04168326407670975,nan,nan,0.9993484610085104,0.9998413591940414
m,sphere0415m_crop.png,33,asym_in5_out14,1,4,0.030303030303030304,0.12121212121212122,nan,0.06875946372747421,0.02703978680074215,1.0,4.511765675001136,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,asym_in8_out14,2,4,0.06060606060606061,0.12121212121212122,nan,0.06875946372747421,0.02703978680074215,1.0,4.537528060502152,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,asym_in5_out20,1,6,0.030303030303030304,0.18181818181818182,nan,0.06875946372747421,0.02703978680074215,1.0,5.575598502359005,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,asym_in10_out20,3,6,0.09090909090909091,0.18181818181818182,nan,0.06875946372747421,0.02703978680074215,1.0,5.757564562225255,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,asym_in14_out5,4,1,0.12121212121212122,0.030303030303030304,nan,0.06875946372747421,0.02703978680074215,1.0,2.955491923022893,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,asym_in20_out8,6,2,0.18181818181818182,0.06060606060606061,nan,0.06875946372747421,0.02703978680074215,1.0,3.5042790077307218,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0415m_crop.png,33,asym_in14_out8,4,2,0.12121212121212122,0.06060606060606061,nan,0.06875946372747421,0.02703978680074215,1.0,3.4974033482636178,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,fixed_15px,15,15,0.45454545454545453,0.45454545454545453,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,11.743688370562491,0.012075919657945633,0.0011137527180835605,0.4004831314086914,nan,nan,0.8274019713288366,0.9553774647036998
m,sphere0748m_crop.png,33,fixed_25px,25,25,0.7575757575757576,0.7575757575757576,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,12.226956922058463,0.05977930501103401,0.006281818728893995,0.9764705896377563,nan,nan,0.145589694823132,0.7483187484944016
m,sphere0748m_crop.png,33,prop_5pct,1,1,0.030303030303030304,0.030303030303030304,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,3.3432029952322546,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,prop_8pct,2,2,0.06060606060606061,0.06060606060606061,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,3.866064956321087,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,prop_10pct,3,3,0.09090909090909091,0.09090909090909091,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,4.481163651571713,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,prop_14pct,4,4,0.12121212121212122,0.12121212121212122,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,5.048247493167215,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,prop_20pct,6,6,0.18181818181818182,0.18181818181818182,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,6.194338431331985,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,prop_30pct,9,9,0.2727272727272727,0.2727272727272727,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,7.97186689090985,5.796218465548009e-05,5.0442436076991726e-06,0.051390327513217926,nan,nan,0.9991715613309478,0.9997979022320008
m,sphere0748m_crop.png,33,asym_in5_out14,1,4,0.030303030303030304,0.12121212121212122,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,4.974718929013767,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,asym_in8_out14,2,4,0.06060606060606061,0.12121212121212122,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,5.029819382261536,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,asym_in5_out20,1,6,0.030303030303030304,0.18181818181818182,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,6.089999426400611,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,asym_in10_out20,3,6,0.09090909090909091,0.18181818181818182,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,6.161385787516007,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,asym_in14_out5,4,1,0.12121212121212122,0.030303030303030304,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,3.351585516662789,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,asym_in20_out8,6,2,0.18181818181818182,0.06060606060606061,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,3.843124959048759,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0748m_crop.png,33,asym_in14_out8,4,2,0.12121212121212122,0.06060606060606061,nan,0.06996557116508484,0.024959422647953033,0.9921568632125854,3.8607093653469597,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,fixed_15px,15,15,0.45454545454545453,0.45454545454545453,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,11.39915340859072,0.010709308087825775,0.0012523371260613203,0.38493964076042175,nan,nan,0.82498127446397,0.9463460296628341
m,sphere0486m_crop.png,33,fixed_25px,25,25,0.7575757575757576,0.7575757575757576,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,13.524502126530216,0.05171055346727371,0.0070495447143912315,0.9137254953384399,nan,nan,0.15491130795898145,0.6979758444229407
m,sphere0486m_crop.png,33,prop_5pct,1,1,0.030303030303030304,0.030303030303030304,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,3.5839434016535994,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,prop_8pct,2,2,0.06060606060606061,0.06060606060606061,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,4.17744263667003,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,prop_10pct,3,3,0.09090909090909091,0.09090909090909091,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,4.7703861140171595,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,prop_14pct,4,4,0.12121212121212122,0.12121212121212122,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,5.43268898862087,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,prop_20pct,6,6,0.18181818181818182,0.18181818181818182,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,6.622295514469629,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,prop_30pct,9,9,0.2727272727272727,0.2727272727272727,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,8.463348492115724,5.283638529363088e-05,5.676447926816763e-06,0.050248321145772934,nan,nan,0.9991365122060001,0.9997568035296983
m,sphere0486m_crop.png,33,asym_in5_out14,1,4,0.030303030303030304,0.12121212121212122,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,5.304554403074798,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,asym_in8_out14,2,4,0.06060606060606061,0.12121212121212122,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,5.3282913056891505,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,asym_in5_out20,1,6,0.030303030303030304,0.18181818181818182,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,6.445866194810096,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,asym_in10_out20,3,6,0.09090909090909091,0.18181818181818182,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,6.586273691760881,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,asym_in14_out5,4,1,0.12121212121212122,0.030303030303030304,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,3.6182839958649797,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,asym_in20_out8,6,2,0.18181818181818182,0.06060606060606061,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,4.211111918248699,0.0,0.0,0.0,nan,nan,1.0,1.0
m,sphere0486m_crop.png,33,asym_in14_out8,4,2,0.12121212121212122,0.06060606060606061,nan,0.061189498752355576,0.023340996354818344,0.9215686321258545,4.201088625800917,0.0,0.0,0.0,nan,nan,1.0,1.0
